"","study_sh","scri_sample_id","date","state","cens.region","epa.l1.ecoreg","epa.l2.ecoreg","tnc.h2o.reg","tnc.terr.reg","h2o.habtat","terrhabtat","huc2.nm.nhd","huc4.nm.nhd","usda.regions","epa.regions","fresh","water_type","water_typem","water_typeg","water_typec","ec","ec_methodf","ec_methodm","ec_methodc","entero","entero_methodf","entero_methodm","entero_methodc"
"542","estowqx","batch_51746","2018-07-31","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,222.4,"idexxquantitray","mpn","mpn"
"543","estowqx","batch_51871","2018-05-30","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,547.5,"idexxquantitray","mpn","mpn"
"544","estowqx","batch_51779","2018-03-12","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,31.8,"idexxquantitray","mpn","mpn"
"545","estowqx","batch_51803","2018-06-17","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,181.8,"idexxquantitray","mpn","mpn"
"546","estowqx","batch_51747","2018-07-08","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,275.5,"idexxquantitray","mpn","mpn"
"547","estowqx","batch_51748","2018-07-04","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,152.9,"idexxquantitray","mpn","mpn"
"548","estowqx","batch_51761","2018-07-22","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,90.9,"idexxquantitray","mpn","mpn"
"549","estowqx","batch_51863","2018-08-21","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,547.5,"idexxquantitray","mpn","mpn"
"550","estowqx","batch_51873","2018-05-07","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,307.6,"idexxquantitray","mpn","mpn"
"551","estowqx","batch_51876","2018-09-11","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,360.9,"idexxquantitray","mpn","mpn"
"552","estowqx","batch_51874","2018-06-24","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,260.3,"idexxquantitray","mpn","mpn"
"553","estowqx","batch_51802","2018-08-07","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,186,"idexxquantitray","mpn","mpn"
"554","estowqx","batch_51750","2018-12-16","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,18.1,"idexxquantitray","mpn","mpn"
"555","estowqx","batch_51758","2018-09-04","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,130.1,"idexxquantitray","mpn","mpn"
"556","estowqx","batch_113176","2018-10-23","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river",NA,NA,NA,NA,12.1,"idexxquantitray","mpn","mpn"
"557","estowqx","batch_113230","2018-08-21","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river",NA,NA,NA,NA,128.7,"idexxquantitray","mpn","mpn"
"558","estowqx","batch_113190","2018-03-12","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river",NA,NA,NA,NA,5.2,"idexxquantitray","mpn","mpn"
"559","estowqx","batch_113185","2018-05-29","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river",NA,NA,NA,NA,7.4,"idexxquantitray","mpn","mpn"
"560","estowqx","batch_113167","2018-11-27","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river",NA,NA,NA,NA,0,"idexxquantitray","mpn","mpn"
"561","estowqx","batch_113166","2018-07-23","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river",NA,NA,NA,NA,5.2,"idexxquantitray","mpn","mpn"
"562","estowqx","batch_113180","2018-06-24","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river",NA,NA,NA,NA,12.1,"idexxquantitray","mpn","mpn"
"563","estowqx","batch_113224","2018-09-11","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river",NA,NA,NA,NA,74.3,"idexxquantitray","mpn","mpn"
"564","estowqx","batch_113172","2018-04-23","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river",NA,NA,NA,NA,3,"idexxquantitray","mpn","mpn"
"565","estowqx","batch_113171","2018-12-10","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river",NA,NA,NA,NA,7.3,"idexxquantitray","mpn","mpn"
"566","estowqx","batch_137471","2018-10-23","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,156.5,"idexxquantitray","mpn","mpn"
"567","estowqx","batch_137458","2018-09-11","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,344.8,"idexxquantitray","mpn","mpn"
"568","estowqx","batch_137477","2018-04-22","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,27.5,"idexxquantitray","mpn","mpn"
"569","estowqx","batch_137459","2018-07-22","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,224.7,"idexxquantitray","mpn","mpn"
"570","estowqx","batch_137449","2018-03-12","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,3.1,"idexxquantitray","mpn","mpn"
"571","estowqx","batch_137452","2018-06-24","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,82.9,"idexxquantitray","mpn","mpn"
"572","estowqx","batch_137478","2018-12-16","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,57.1,"idexxquantitray","mpn","mpn"
"573","estowqx","batch_137444","2018-05-29","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,218.7,"idexxquantitray","mpn","mpn"
"574","estowqx","batch_137482","2018-11-18","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,461.1,"idexxquantitray","mpn","mpn"
"575","estowqx","batch_137451","2018-08-21","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,NA,NA,NA,686.7,"idexxquantitray","mpn","mpn"
"576","estowqx","batch_150675","2018-07-15","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river",NA,NA,NA,NA,12.1,"idexxquantitray","mpn","mpn"
"577","estowqx","batch_150684","2018-06-26","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river",NA,NA,NA,NA,46.5,"idexxquantitray","mpn","mpn"
"578","estowqx","batch_150678","2018-07-08","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river",NA,NA,NA,NA,22.3,"idexxquantitray","mpn","mpn"
"579","estowqx","batch_150674","2018-07-10","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river",NA,NA,NA,NA,35.9,"idexxquantitray","mpn","mpn"
"580","estowqx","batch_150677","2018-06-17","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river",NA,NA,NA,NA,13.1,"idexxquantitray","mpn","mpn"
"581","estowqx","batch_150676","2018-07-04","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river",NA,NA,NA,NA,52.8,"idexxquantitray","mpn","mpn"
"582","estowqx","batch_150673","2018-07-24","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river",NA,NA,NA,NA,16,"idexxquantitray","mpn","mpn"
"583","estowqx","batch_150699","2018-05-15","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river",NA,NA,NA,NA,3629.4,"idexxquantitray","mpn","mpn"
