"","study_sh","scri_sample_id","date","state","cens.region","epa.l1.ecoreg","epa.l2.ecoreg","tnc.h2o.reg","tnc.terr.reg","h2o.habtat","terrhabtat","huc2.nm.nhd","usda.regions","epa.regions","fresh","water_type","water_typem","water_typeg","water_typec","sample_type","sample_filter","ec","ec_methodf","ec_methodm","ec_methodc","entero","entero_methodf","entero_methodm","entero_methodc","tc","tc_methodf","tc_methodm","tc_methodc"
"4187","nars","nars_743","2015-09-02","mn","West North Central","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Upper Mississippi","Prairie-Forest Border","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Upper Midwest","Midwest","freshwater","canal","canal","surfacewater","canal","grabsample","membrane",NA,NA,NA,NA,4848,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4188","nars","nars_3139","2013-08-05","mn","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Upper Mississippi","Northern Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Upper Mississippi Region","Upper Midwest","Midwest","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,710.3867931,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4189","nars","nars_3135","2013-08-14","mn","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Upper Mississippi","Northern Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Upper Mississippi Region","Upper Midwest","Midwest","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,217.5534948,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4190","nars","nars_702","2015-09-02","mn","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","English - Winnipeg Lakes","Northern Tallgrass Prairie","large lakes","Temperate Grasslands, Savannas and Shrublands","Souris-Red-Rainy Region","Upper Midwest","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,574,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4191","nars","nars_3156","2013-08-01","mn","West North Central","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Upper Mississippi","Prairie-Forest Border","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Upper Midwest","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,654.6572365,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4192","nars","nars_721","2015-09-02","mn","West North Central","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Upper Mississippi","Prairie-Forest Border","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Upper Midwest","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,198,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4193","nars","nars_698","2015-09-02","mn","West North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","Upper Mississippi","Superior Mixed Forest","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Upper Midwest","Midwest","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,894,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4194","nars","nars_699","2015-09-02","mn","West North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","Upper Mississippi","Superior Mixed Forest","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Upper Midwest","Midwest","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,2091,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4195","nars","nars_3182","2014-06-12","mn","West North Central","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Upper Mississippi","Superior Mixed Forest","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Upper Midwest","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,715.7000472,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4196","nars","nars_3193","2013-08-07","mn","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Upper Mississippi","Prairie-Forest Border","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Upper Midwest","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,554.1369499,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4197","nars","nars_3215","2013-06-13","mn","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Upper Mississippi","Northern Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Upper Mississippi Region","Upper Midwest","Midwest","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,775.7728464,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4198","nars","nars_3185","2013-08-12","mn","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Upper Mississippi","Northern Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Upper Mississippi Region","Upper Midwest","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,218.0053284,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4199","nars","nars_3179","2014-06-24","mn","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","English - Winnipeg Lakes","Northern Tallgrass Prairie","large lakes","Temperate Grasslands, Savannas and Shrublands","Souris-Red-Rainy Region","Upper Midwest","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,730.6965746,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4200","nars","nars_3162","2014-08-05","mn","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","English - Winnipeg Lakes","Northern Tallgrass Prairie","large lakes","Temperate Grasslands, Savannas and Shrublands","Souris-Red-Rainy Region","Upper Midwest","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,362.0202772,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4201","nars","nars_729","2015-09-02","mn","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","English - Winnipeg Lakes","Northern Tallgrass Prairie","large lakes","Temperate Grasslands, Savannas and Shrublands","Souris-Red-Rainy Region","Upper Midwest","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,217,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4202","nars","nars_3198","2013-06-20","mn","West North Central","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Upper Mississippi","Prairie-Forest Border","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Upper Midwest","Midwest","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,545.3864768,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4203","nars","nars_726","2015-09-02","mn","West North Central","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Upper Mississippi","Prairie-Forest Border","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Upper Midwest","Midwest","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,446,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4204","nars","nars_3137","2014-06-11","mn","West North Central","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","English - Winnipeg Lakes","Prairie-Forest Border","large lakes","Temperate Broadleaf and Mixed Forests","Souris-Red-Rainy Region","Upper Midwest","Midwest","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,221.4961351,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4205","nars","nars_3209","2013-06-25","mn","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","English - Winnipeg Lakes","Northern Tallgrass Prairie","large lakes","Temperate Grasslands, Savannas and Shrublands","Souris-Red-Rainy Region","Upper Midwest","Midwest","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,3234.856782,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4206","nars","nars_3174","2014-06-29","mn","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","English - Winnipeg Lakes","Northern Tallgrass Prairie","large lakes","Temperate Grasslands, Savannas and Shrublands","Souris-Red-Rainy Region","Upper Midwest","Midwest","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,3323.984831,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4207","nars","nars_1590","2015-09-02","mn","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","English - Winnipeg Lakes","Northern Tallgrass Prairie","large lakes","Temperate Grasslands, Savannas and Shrublands","Souris-Red-Rainy Region","Upper Midwest","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,190,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4208","nars","nars_1744","2015-09-02","wi","East North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","Upper Mississippi","Superior Mixed Forest","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Upper Midwest","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,586,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4209","nars","nars_706","2015-09-02","mn","West North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","Upper Mississippi","Superior Mixed Forest","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Upper Midwest","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,298,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4210","nars","nars_1591","2015-09-02","mn","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","English - Winnipeg Lakes","Northern Tallgrass Prairie","large lakes","Temperate Grasslands, Savannas and Shrublands","Souris-Red-Rainy Region","Upper Midwest","Midwest","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,644,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4211","nars","nars_1588","2015-09-02","mn","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","English - Winnipeg Lakes","Northern Tallgrass Prairie","large lakes","Temperate Grasslands, Savannas and Shrublands","Souris-Red-Rainy Region","Upper Midwest","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,81,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4212","nars","nars_3190","2013-07-17","mn","West North Central","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Upper Mississippi","Prairie-Forest Border","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Upper Midwest","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,136.4575513,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4213","nars","nars_3211","2013-06-06","mn","West North Central","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Upper Mississippi","Prairie-Forest Border","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","Upper Mississippi Region","Upper Midwest","Midwest","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,552.8849671,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4214","nars","nars_3187","2014-06-10","mn","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","English - Winnipeg Lakes","Northern Tallgrass Prairie","large lakes","Temperate Grasslands, Savannas and Shrublands","Souris-Red-Rainy Region","Upper Midwest","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,871.3957092,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4215","nars","nars_741","2015-09-02","mn","West North Central","GREAT PLAINS","TEMPERATE PRAIRIES","Upper Mississippi","Northern Tallgrass Prairie","temperate floodplain rivers and wetlands","Temperate Grasslands, Savannas and Shrublands","Upper Mississippi Region","Upper Midwest","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,1066,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4216","nars","nars_3204","2013-06-27","mn","West North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","Laurentian Great Lakes","Superior Mixed Forest","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Upper Midwest","Midwest","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,346.5980439,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4217","nars","nars_3192","2014-06-19","mn","West North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","Laurentian Great Lakes","Superior Mixed Forest","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Upper Midwest","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,686.2334111,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4218","nars","nars_3161","2014-06-19","mn","West North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","Laurentian Great Lakes","Superior Mixed Forest","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Upper Midwest","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,219.4357837,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4219","nars","nars_3148","2014-06-18","mn","West North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","Laurentian Great Lakes","Superior Mixed Forest","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Upper Midwest","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,1321.606266,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4220","nars","nars_3188","2014-07-10","mn","West North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","Laurentian Great Lakes","Superior Mixed Forest","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Upper Midwest","Midwest","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,401.2785504,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4221","nars","nars_3173","2014-06-26","mn","West North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","Laurentian Great Lakes","Superior Mixed Forest","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Upper Midwest","Midwest","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,412.7083485,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4222","nars","nars_3214","2014-06-26","mn","West North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","Laurentian Great Lakes","Superior Mixed Forest","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Upper Midwest","Midwest","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,582.10802,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4223","nars","nars_2449","2015-06-22","mn","West North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","Laurentian Great Lakes","Superior Mixed Forest","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Upper Midwest","Midwest","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample","membrane",NA,NA,NA,NA,0,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4224","nars","nars_2632","2015-06-18","mn","West North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","Laurentian Great Lakes","Superior Mixed Forest","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Upper Midwest","Midwest","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample","membrane",NA,NA,NA,NA,316.8262672,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4225","nars","nars_2383","2015-06-21","mn","West North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","Laurentian Great Lakes","Superior Mixed Forest","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Upper Midwest","Midwest","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample","membrane",NA,NA,NA,NA,1348.347447,"epa1606","qpcr","molecular",NA,NA,NA,NA
"4226","nars","nars_2395","2015-06-21","mn","West North Central","NORTHERN FORESTS","MIXED WOOD SHIELD","Laurentian Great Lakes","Superior Mixed Forest","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Upper Midwest","Midwest","freshwater","greatlakes","greatlakes","surfacewater","pond/lake","grabsample","membrane",NA,NA,NA,NA,838.6536842,"epa1606","qpcr","molecular",NA,NA,NA,NA
